Name,Cost,Score rating,Number rating,Comment user
Samsung Smart TV UA65AU7002,10.990.000₫,4.4,41,"['Mình mới mua hôm nay nhug nhà mih có cái loa vi tính nhưng bh nó hỏg bluetooth r bh kết nối qua bằg cách cắp dây dc k nhỉ nếu dc thì vào dou ra sao/n', 'Tivi rất nét và hình ảnh rất đẹp.../n', 'Thật sự phải nói điện máy xanh bây giờ cực kỳ tệ, cực kỳ thất vọng khi gần 10 năm qua vẫn mua sản phẩm ủng hộ. Nhưng bây giờ Cskh bảo hành CỰC TỆ HẠI, ngày 26/4 có đánh giá có cskh gọi hỏi xong tới giờ chẳng thấy 1 ai xuống bảo hành hay ngó ngàng gì đến sản phẩm bán ra như thế nào, không bao giờ giớii thiệu hay ủng hộ nữa/n', 'Loa bị rè, cần tới kiểm tra/n', 'TV Samsung smart TV ua65au7002 sử dụng tốt, hình ảnh màu sắc tươi sáng đẹp,/n', 'Tv coi cũng đẹp. Chức năng cũng ổn so với mức giá. Thời gian lâu dài không biết ổn không./n', 'Đã sd rât ok ak/n', 'cũng được/n', 'Hiển thì rất đẹp rất sắc nét/n', 'Tạm ổn/n', 'Sau gần 1 năm từ khi mua thì tivi vẫn sử dụng tốt . Màu sắc tươi , rõ nét . Âm thanh rất ổn . Sẽ giới thiệu cho bạn bè , người thân/n', 'Sản phẩm và sự phục vụ rất tuyệt vời/n', 'Oki/n', 'Ok/n', 'Phục vụ tốt nhanh nhiệt tình/n', 'TV tot tromg tam giá/n', 'Ok rất tốt/n', 'Ok/n', 'Giá hợp lý hợp túi tiền/n', 'Good/n']"
Samsung Smart TV QLED QA50Q60C,12.290.000₫,4.2,12,"['Dùng 1 tháng hỏng màn hình. Không có lần thứ 2 sử dụng sp của DMX. CSKH quá tệ/n', 'Ok/n', 'Rất tuyệt/n', 'rõ sắc nét/n', 'Nhân viên bán hàng giới thiệu sản phẩm còn nhiều thiếu sót …chưa giới thiệu cặn kẽ cho khách hàng./n', 'sản phẩm tốt/n', '/n', '/n', '/n', '/n', '/n', '/n']"
Smart Tivi QLED 4K 43 inch Samsung QA43Q60C,12.700.000₫,4.2,13,"['Rất tốt/n', 'Sản phẩm sài tốt nhân viên hổ trợ nhiệt tình/n', 'Hình ảnh sắc nét. Vào mạng nhanh/n', 'Cơ bản Tivi xem tốt còn sử dụng cần thời gian mới/n', 'Rất tốt nhé/n', 'Giá cao so với chất lượng/n', 'xxxx959212 hanh/n', 'ok/n', '/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA75Q60C,27.400.000₫,4.5,4,"['Tí vi rất tốt rất hài lòng/n', 'Hàng OK em nhé/n', 'Chất lượng đi kèm bảo hành/n', '/n']"
Samsung Smart TV QLED QA43Q60B,12.400.000₫,4.3,44,"['Cảm thấy bị lừa vì bảo hành còn 23 tháng trong khi mua tivi mới/n', 'Ok/n', 'Tôi mới mua chưa đầy 1tháng nên chưa đánh giá được sản phẩm ạ/n', 'Hình ảnh sắc nét, độ bền cao nữa thì sp sẽ rất tốt/n', 'ty vi sem thật rõ ràng và đẹp đẽ về màu sắc chân thành cảm ơn/n', 'Tot/n', 'Tốt o/n', 'Rõ nét đẹp/n', 'Tốt/n', 'Hỏng điều khiển roi/n', 'Tốt/n', 'Màu chuân , dễ sử dung/n', 'Rất tôr và rõ đẹp/n', 'Máy sử dụng tốt. Ok/n', 'Sản phẩm và dịch vụ tốt nhưng gói quà tặng đi kèm không thực sự hấp dẫn. Các kênh truyền hình vip vẫn phải đăng ký ngoài./n', 'Ok shop/n', 'Nhân viên giao hàng nhanh, ti vi màu sáng, sắc nét thật./n', 'Rất tốt/n', 'Tư vấn nhiệt tình, hỗ trợ tốt/n', 'Màn hình rất đẹp,rõ nét/n']"
Samsung Smart TV QLED QA55Q60B,15.400.000₫,4.4,81,"['Quá tốt/n', 'Sản phẩm tốt. Nhân viên lắp đặt thân thiện nhiệt tình./n', 'Chất lượng tốt/n', 'Ok/n', 'Rất tốt/n', 'Hãng tivi Samsung và ĐMX rất tệ.Chính xách bảo hành không tốt, mua sản phẩm được 8 ngày báo lỗi thì phát hãng báo do ĐMX , ĐMX thì báo do khách hàng nên không đồng ý đổi mà lại thay linh kiện.À ươm hơn 1 tháng không xử lý được cho khách. Lắp đặt thì lệch nghiêng, nhân viên thái độ.Rất tệ./n', 'Tivi mẫu mã đẹp, chất lượng tốt/n', 'Mới dùng được hai tháng thấy cũng OK/n', 'Rất tốt/n', 'Rat hai lòng/n', 'Chất lượng ổn/n', 'Mới dùng nên chưa có thể nhận xét nhiều đc./n', 'Tốt/n', 'Ok/n', 'tốt/n', 'Ok/n', 'Very good/n', 'Cảm nhận tốt/n', 'Rat hài lòng./n', 'Xem nét sử dụng dễ/n']"
Samsung Smart TV Crystal UHD UA65BU8000,14.590.000₫,4.5,26,"['Quá ngon/n', 'Dùng được/n', 'Sản phẩm tốt/n', 'Mới dùng thấy rất OK tivi nét bắt mạng nhanh còn độ bền thì phải chờ thời gian/n', 'Tivi nét rất hài lòng/n', 'Tốt/n', 'Ok tốt/n', 'OK/n', 'Rât tôt/n', 'Tivi hình ảnh đẹp , sắc nét dùng mượt mà/n', 'Dùng ổn định và nét mượt/n', '❤️❤️❤️❤️❤️/n', 'Oke/n', 'Rất tốt/n', 'tốt/n', 'Độ sắc nét bình thường Màu sắc hơi đậm Âm thanh bình thường Giá rẻ nên ko đòi hỏi nhiều/n', 'Ok/n', 'Được/n', '/n', '/n']"
Samsung Smart TV UA50CU8000,12.400.000₫,4.1,14,"['Dùng ok/n', 'Hàng tệ nhen, chân cao chân thấp, bảo hành thì lằng nhằng ko muốn làm, nên tránh cái/n', 'Ok/n', 'Màu sắc đẹp. Bắt sóng wifi cực tốt. Hài lòng/n', 'Tu ngay lập dat mấy tôi nay bị lỗi mạng hình 3 lần rồi/n', 'hình ảnh chân thật, phần mầu chưa tốt lắm, hài lòng/n', 'Tv này hình ảnh tương đ ối nét.hình ảnh đẹp nhưng người lớn tuổi sử dụng hơi khó/n', '/n', '/n', '/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA55Q70C,14.990.000₫,4.7,9,"['Chất lượng tốt, nhân viên giao lăp hỗ trợ nhiệt tình/n', 'Tivi xài tốt/n', 'Tivi xem rất thích, hình ảnh âm thanh đều ổn,/n', 'Chất lượng xịn lắm nha, nét căng. mới lắp hôm nay, sẽ đánh giá chất lượng sau/n', '/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED Khung tranh QA55LS03B,23.900.000₫,4.4,23,"['Rất hài lòng/n', 'Tivi của mình nhận giọng nói kg đc và có nhiều kênh coi kg rõ/n', 'Ti vi đẹp/n', 'Rất hài lòng/n', 'Am thanh . Hình ảnh ko đẹp/n', 'OK/n', 'rất hài lòng/n', 'Tvi kiễu dang lạ dán sát tường tiện ích thễ hiện tranh sõng động do có độ sáng vừa trong không bị chói mắt/n', 'Tv đẹp chuẩn/n', 'Rất hài lòng/n', 'Treo ở nhà như bức tranh. Đẹp!/n', 'Hình ảnh chân thật, cực thông minh, âm thanh cực hay/n', 'Rất ưng ý nhe, bthuong ko sử dụng nhìn như bức tranh trang trí , còn khi sử dụng nghe nhạc rất hay luôn/n', 'Dùng cũng tốt/n', 'Ti vi cũng bình thường. Trải nghiệm được chức năng khung tranh. Nhưng remote sạc bằng năng lượng mặt trời chất lượng quá tệ/n', '/n', '/n', '/n', '/n', '/n']"
Samsung Smart TV QLED QA65Q60B,14.990.000₫,4.3,64,"['./n', 'Quá ức chế hỏng điều khiển đem đi bảo hành nói rõ tình trạnh là sạc k vào và giọng nói bị sai đợi hơn tuần bảo ra lấy về sạc vẫn không vào dịch vụ vô trách nhiệm chứ tận tâm cái gì.Hết quạt trần giờ lại đến tv quá mệt mỏi với điện máy xxanh rồi/n', 'Có cái wifi kết nối ko dc hẹn mấy tiếng mới giải quyết./n', 'Nét tốt/n', 'TV giá tốt xem bóng chuyền tuyệt vời/n', 'Sản phẩm dùng rất tốt/n', 'Tivi dùng tốt ,hình ảnh nét/n', 'Ok/n', 'Ok/n', 'Ok/n', 'Tivi dùng ok/n', 'Tốt ok/n', 'OK/n', 'Rất tệ. Ngày 17/6/2023 mới giao TV cho mình ở Tiền Giang. Đến nay 07/07/2023 đã bị sọc hồng. Đã gọi lên tổng đài DMX hẹn 3h sau sẽ giải quyết./n', 'Màn hình QLed chân thậc/n', 'Tv quá đẹp/n', 'Hình không đẹp/n', 'Phục vụ tốt chu đáo/n', 'Sản phẩm rất chất lượng/n', 'Tivi đẹp..nhân viên lắp đặt nhiệt tình./n']"
Samsung Smart TV QLED QA75Q65A,23.900.000₫,4.6,25,"['Tivi đẹp, giá cả hợp lý bền nữa là OK/n', 'Cảm ơn/n', 'Ok/n', 'Ok/n', 'Hình ảnh tốt, bộ xử lý mạnh mẻ,đầy đủ các app giải trí ..../n', 'Tốt/n', 'TV sử dụng bình thường, dùng quen rồi, màu sắc hình ảnh bình thường vẫn vậy, có 1 2 hôm mở lên thì hơi bị nhiễu, nhảy nhảy hình ảnh, tắt rồi bật lại thì hết, âm thanh rõ, thiết kế cũng đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm nói chung là được, sử dụng tốt, màu sắc hình ảnh đẹp được, âm thanh rõ, sử dụng mượt ổn định, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm xài cũng bình thường tốt, màu sắc hình ảnh hiện tại sắc nét đẹp, âm thanh rõ, được tốt, hoạt động nói chung là tốt, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm xài được tốt, lúc mới mua bấm thì nhạy còn hiện tại thì không được nhạy lắm, màu sắc hình ảnh đẹp, âm thanh được to, hoạt động mượt, thiết kế đẹp nhưng cái chân thì không được đẹp lắm, nên đổi sang loại chân 2 bên thì đẹp hơn chân giữa, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm ok, màu sắc hình ảnh được, âm thanh ok, hoạt động mượt được không có vẫn đề gì, thiết kế được đẹp, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm ok, hiện tại vẫn ok còn sau này thì chưa biết, màu sắc hình ảnh cũng giống như ban đầu thôi chưa có gì thay đổi, TV sử dụng mượt, âm thanh ok, thiết kế cũng giống những máy khác, được, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm tốt, màu sắc hình ảnh tốt, âm thanh tốt, hoạt động không có vẫn đề gì, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm/n', 'TV đang sử dụng thì tự nhiên tắt ngang, hoặc bị đứng màn hình, màu sắc hình ảnh cũng được, đẹp, âm thanh nghe nhỏ quá, sử dụng tương đối mượt mà, thiết kế đẹp nhưng cái phần viền màn hình nhìn giống như bị hở, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm mới dùng bình thường, màu sắc hình ảnh nói chung thì ok, âm thanh nghe rõ mà hơi nhỏ, sử dụng nói chung là mượt, thiết kế cũng ok, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm nói chung thì hiện tại vẫn chưa có gì, vẫn tốt, màu sắc hình ảnh được tốt, âm thanh được, sử dụng mượt bình thường, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm nói chung là tốt, chưa có gì, màu sắc hình ảnh cũng được, âm thanh rõ, sử dụng mượt, bình thường, thiết kế tạm ổn, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm dùng tốt không có gì, màu sắc hình ảnh đẹp, âm thanh rõ, thiết kế đẹp, sẵn sàng giới thiệu sản phẩm, sử dụng mượt/n', 'sản phẩm dùng tiện lợi, màu sắc hình ảnh cũng đẹp, âm thanh nghe rõ, chạy mượt mà, thiết kế cũng đẹp, viền mỏng, sẵn sàng giới thiệu sản phẩm/n', 'sản phẩm cũng bình thường, màu sắc hình ảnh nói chung thì cho mấy đứa nhỏ sử dụng chứ mình cũng không để ý, âm thanh cũng được, sử dụng cũng ổn mượt không có gì, thiết kế mỗi sản phẩm sẽ có cái khác nhau nên không đánh giá được, sẵn sàng giới thiệu sản phẩm/n']"
Samsung Smart TV Crystal UHD UA50BU8000,11.900.000₫,4.2,34,"['Rất tôt tivi xem nét ổn định wifi ./n', 'Băt wifi yếu/n', 'Siêu nhanh hết pin. Ngày đầu mua điều khiển còn dùng đc 3 ngày. Những ngày sau hnao cũng phải sạc 1-2 lần. Mặc dù tần suất vs thời gian dùng cực kì ít 🤯/n', 'Ok.tạm ổn để xem thêm một thời gian/n', 'Hình ảnh tốt/n', 'Sản phẩm tốt/n', 'tot/n', 'Rất tốt/n', 'Màu sắc hình ảnh đẹp/n', 'Mới sử dụng nên ti vi hoạt động thấy rất ổn👍/n', 'Rất ok/n', 'Rất tốt/n', 'Tivi/n', 'Sp rất tốt/n', 'Tốt/n', 'Điều khiển hết điện quá nhanh, mới mua được hơn 1 tháng mà ngày nào cũng phải nạp/n', 'tốt/n', '/n', '/n', '/n']"
Samsung Smart TV UA32T4300,6.400.000₫,4.0,65,"['Ti vi bị hư màn hình xài phí tiền mau hỏng/n', 'Âm thanh hơi nhỏ./n', 'Hình ảnh sắt nét dễ sử dụng/n', 'OK tốt/n', 'Lúc giao tivi mới mạch lcd bị trắng 4 viền và sọc nền panel kỹ thuật thấy cũng ko báo khách để nhận xong qua làm biên bản xác định lỗi 3 ngày hãng bảo gọi mà ko liên lạc được. Dù cả ngày ko thấy cuộc gọi nhỡ nào./n', 'Tôi rất không hài lòng với sản phẩm sản phẩm này. Vì vừa mua được vài ngày đã chết màn hình. Lần sau Tôi không biết tin vào đâu nữa./n', 'Sản phẩm tốt/n', 'Tốt/n', 'Rất tốt/n', 'Sản phẩm đẹp phù hợp túi tiền, nhược điểm là ko có điều khiển giọng nói hơi bất tiện xíu/n', '- tv tốt , nhân viên tư vấn nhiệt tình , thợ lắp tv rất thân thiện , vô cùng hài lòng/n', 'Sản phẩm không như mong đợi./n', 'Màu sắc đều đẹp/n', 'Giá rẻ dùng tốt/n', 'Đẹp, giá cả hợp lý/n', 'Tv xài ok.nhân viên giao hàng bảo trì nhiệt tình.tks/n', 'Tôi rất hài lòng....Ngày Lễ 2- 9....nhân viên nhiệt tình giao Tivi mới ngay...kg để tôi phải chờ đợi....thanks....tất cả/n', 'âm thanh hơi nhỏ. Tivi bắt wifi nhanh/n', 'tivi sử dụng tốt/n', 'sản phẩm tốt/n']"
